Customer ID,Document Type,Document ID,Reference,Document Date,Due Date,Payment Date,Arrear Days,Amount,Currency,Dispute,Dispute Date,Dispute Reason,Dispute Resolution Date,Dispute Resolution Time
10001,Invoice,1000094,1000094,24-10-2023,23-11-2023,15-11-2023,-8,660.68,EUR,No,,,,
10001,Invoice,1000091,1000091,29-10-2023,28-11-2023,26-11-2023,-2,8568.79,EUR,No,,,,
10001,Invoice,1000090,1000090,11-11-2023,11-12-2023,16-01-2024,36,9309.68,EUR,No,,,,
10001,Invoice,1000099,1000099,01-12-2023,31-12-2023,21-12-2023,-10,6060.72,EUR,No,,,,
10001,Invoice,1000066,1000066,06-12-2023,05-01-2024,21-12-2023,-15,6700.93,EUR,No,,,,
10001,Invoice,1000088,1000088,13-12-2023,12-01-2024,30-12-2023,-13,6126.38,EUR,No,,,,
10001,Invoice,1000111,1000111,15-12-2023,14-01-2024,12-03-2024,58,9572.51,EUR,No,,,,
10001,Invoice,1000072,1000072,17-12-2023,16-01-2024,01-01-2024,-15,4985.54,EUR,No,,,,
10001,Invoice,1000083,1000083,17-12-2023,16-01-2024,16-01-2024,0,9994.47,EUR,No,,,,
10001,Invoice,1000093,1000093,29-01-2024,28-02-2024,26-04-2024,58,3041.78,EUR,Yes,26-02-2024,Delivery,22-04-2024,56
10001,Invoice,1000078,1000078,07-02-2024,08-03-2024,26-03-2024,18,9761.85,EUR,Yes,04-03-2024,Pricing,21-03-2024,17
10001,Invoice,1000109,1000109,09-02-2024,10-03-2024,08-03-2024,-2,9362.88,EUR,No,,,,
10001,Invoice,1000097,1000097,19-03-2024,18-04-2024,08-04-2024,-10,228.46,EUR,No,,,,
10001,Invoice,1000114,1000114,17-04-2024,17-05-2024,20-05-2024,3,1858.65,EUR,No,,,,
10001,Credit Note,1006384,1000093,22-04-2024,22-04-2024,22-04-2024,0,-3041.78,EUR,No,,,,
10001,Invoice,1000075,1000075,23-04-2024,23-05-2024,10-05-2024,-13,6918.67,EUR,No,,,,
10001,Invoice,1000087,1000087,29-04-2024,29-05-2024,17-05-2024,-12,1296.56,EUR,No,,,,
10001,Invoice,1000103,1000103,18-05-2024,17-06-2024,12-09-2024,87,4483.21,EUR,Yes,10-06-2024,Billing,11-09-2024,93
10001,Invoice,1000073,1000073,26-05-2024,25-06-2024,10-06-2024,-15,996.84,EUR,No,,,,
10001,Invoice,1000116,1000116,18-06-2024,18-07-2024,15-07-2024,-3,9823.46,EUR,No,,,,
10001,Invoice,1000118,1000118,02-07-2024,01-08-2024,20-07-2024,-12,4276.96,EUR,No,,,,
10001,Invoice,1000095,1000095,18-07-2024,17-08-2024,03-08-2024,-14,7096.04,EUR,No,,,,
10001,Invoice,1000105,1000105,24-07-2024,23-08-2024,10-09-2024,18,291.52,EUR,Yes,18-08-2024,Pricing,06-09-2024,19
10001,Invoice,1000119,1000119,15-08-2024,14-09-2024,31-08-2024,-14,3855.62,EUR,No,,,,
10001,Invoice,1000062,1000062,01-09-2024,01-10-2024,17-09-2024,-14,7818.43,EUR,No,,,,
10001,Invoice,1000060,1000060,06-09-2024,06-10-2024,24-09-2024,-12,4122.28,EUR,No,,,,
10001,Credit Note,1006385,1000103,11-09-2024,11-09-2024,11-09-2024,0,-4483.21,EUR,No,,,,
10001,Invoice,1000079,1000079,28-09-2024,28-10-2024,27-10-2024,-1,5962.92,EUR,No,,,,
10001,Invoice,1000059,1000059,06-10-2024,05-11-2024,29-10-2024,-7,650.27,EUR,No,,,,
10001,Invoice,1000115,1000115,09-10-2024,08-11-2024,05-11-2024,-3,5621.28,EUR,No,,,,
10001,Invoice,1000096,1000096,11-10-2024,10-11-2024,30-10-2024,-11,5250.27,EUR,No,,,,
10001,Invoice,1000106,1000106,25-10-2024,24-11-2024,18-01-2025,55,8647.9,EUR,Yes,06-11-2024,Pricing,17-01-2025,72
10001,Invoice,1000074,1000074,02-11-2024,02-12-2024,25-12-2024,23,359.23,EUR,Yes,19-11-2024,Product Defect,22-12-2024,33
10001,Invoice,1000067,1000067,15-11-2024,15-12-2024,05-12-2024,-10,9493.83,EUR,No,,,,
10001,Invoice,1000112,1000112,09-12-2024,08-01-2025,27-12-2024,-12,5828.28,EUR,No,,,,
10001,Invoice,1000102,1000102,13-12-2024,12-01-2025,25-02-2025,44,4295.66,EUR,No,,,,
10001,Invoice,1000070,1000070,20-12-2024,19-01-2025,07-01-2025,-12,6734.43,EUR,No,,,,
10001,Invoice,1000089,1000089,22-12-2024,21-01-2025,10-04-2025,79,8829.86,EUR,Yes,29-12-2024,Delivery,05-04-2025,97
10001,Credit Note,1006382,1000074,22-12-2024,22-12-2024,22-12-2024,0,-359.23,EUR,No,,,,
10001,Invoice,1000061,1000061,28-12-2024,27-01-2025,27-02-2025,31,2053.02,EUR,Yes,11-01-2025,Product Defect,24-02-2025,44
10001,Credit Note,1006386,1000106,17-01-2025,17-01-2025,17-01-2025,0,-8647.9,EUR,No,,,,
10001,Credit Note,1006380,1000061,24-02-2025,24-02-2025,24-02-2025,0,-2053.02,EUR,No,,,,
10002,Invoice,1000169,1000169,08-01-2023,09-03-2023,27-02-2023,-10,832.85,EUR,No,,,,
10002,Invoice,1000148,1000148,11-01-2023,12-03-2023,01-03-2023,-11,5544.12,EUR,No,,,,
10002,Invoice,1000206,1000206,13-01-2023,14-03-2023,21-05-2023,68,1404.97,EUR,Yes,18-02-2023,Billing,17-05-2023,88
10002,Invoice,1000217,1000217,17-01-2023,18-03-2023,09-05-2023,52,6551.68,EUR,No,,,,
10002,Invoice,1000161,1000161,24-01-2023,25-03-2023,12-03-2023,-13,7611.38,EUR,No,,,,
10002,Invoice,1000140,1000140,31-01-2023,01-04-2023,28-03-2023,-4,4640.74,EUR,No,,,,
10002,Invoice,1000152,1000152,10-02-2023,11-04-2023,30-05-2023,49,888.92,EUR,Yes,25-03-2023,Pricing,26-05-2023,62
10002,Invoice,1000137,1000137,11-02-2023,12-04-2023,28-03-2023,-15,5392.46,EUR,Yes,25-02-2023,Pricing,25-03-2023,28
10002,Invoice,1000175,1000175,13-02-2023,14-04-2023,19-05-2023,35,6488.06,EUR,Yes,27-02-2023,Pricing,18-05-2023,80
10002,Invoice,1000163,1000163,21-02-2023,22-04-2023,23-04-2023,1,2272.72,EUR,Yes,03-03-2023,Delivery,21-04-2023,49
10002,Invoice,1000196,1000196,24-02-2023,25-04-2023,25-04-2023,0,5521.63,EUR,No,,,,
10002,Invoice,1000200,1000200,26-02-2023,27-04-2023,26-05-2023,29,4192.41,EUR,Yes,13-04-2023,Pricing,23-05-2023,40
10002,Invoice,1000193,1000193,27-02-2023,28-04-2023,27-04-2023,-1,9805.52,EUR,No,,,,
10002,Credit Note,1006389,1000137,25-03-2023,25-03-2023,25-03-2023,0,-5392.46,EUR,No,,,,
10002,Invoice,1000201,1000201,29-03-2023,28-05-2023,13-05-2023,-15,166.3,EUR,No,,,,
10002,Invoice,1000174,1000174,08-04-2023,07-06-2023,27-05-2023,-11,7554.18,EUR,No,,,,
10002,Invoice,1000121,1000121,09-04-2023,08-06-2023,25-05-2023,-14,7315.92,EUR,No,,,,
10002,Invoice,1000183,1000183,23-04-2023,22-06-2023,14-06-2023,-8,7586.93,EUR,No,,,,
10002,Invoice,1000132,1000132,01-05-2023,30-06-2023,11-08-2023,42,8192.07,EUR,No,,,,
10002,Invoice,1000199,1000199,06-05-2023,05-07-2023,23-06-2023,-12,6946.11,EUR,No,,,,
10002,Invoice,1000145,1000145,12-05-2023,11-07-2023,29-06-2023,-12,1547.58,EUR,No,,,,
10002,Invoice,1000186,1000186,13-05-2023,12-07-2023,11-07-2023,-1,712.53,EUR,No,,,,
10002,Credit Note,1006390,1000206,17-05-2023,17-05-2023,17-05-2023,0,-1404.97,EUR,No,,,,
10002,Invoice,1000197,1000197,03-06-2023,02-08-2023,19-09-2023,48,9873.14,EUR,Yes,14-06-2023,Pricing,16-09-2023,94
10002,Invoice,1000216,1000216,03-06-2023,02-08-2023,29-07-2023,-4,5567.25,EUR,No,,,,
10002,Invoice,1000210,1000210,19-06-2023,18-08-2023,04-08-2023,-14,3740.92,EUR,No,,,,
10002,Invoice,1000189,1000189,30-06-2023,29-08-2023,18-08-2023,-11,2986.66,EUR,No,,,,
10002,Invoice,1000214,1000214,19-07-2023,17-09-2023,02-09-2023,-15,8671.39,EUR,No,,,,
10002,Invoice,1000209,1000209,07-08-2023,06-10-2023,22-09-2023,-14,2582.26,EUR,No,,,,
10002,Invoice,1000160,1000160,09-08-2023,08-10-2023,12-10-2023,4,1195.9,EUR,No,,,,
10002,Invoice,1000166,1000166,16-08-2023,15-10-2023,08-10-2023,-7,6994.19,EUR,No,,,,
10002,Invoice,1000202,1000202,04-09-2023,03-11-2023,31-10-2023,-3,1277.79,EUR,No,,,,
10002,Invoice,1000149,1000149,05-09-2023,04-11-2023,21-10-2023,-14,9517.32,EUR,No,,,,
10002,Invoice,1000122,1000122,08-09-2023,07-11-2023,25-10-2023,-13,6037.82,EUR,No,,,,
10002,Invoice,1000126,1000126,11-09-2023,10-11-2023,30-10-2023,-11,7270.08,EUR,No,,,,
10002,Invoice,1000164,1000164,16-09-2023,15-11-2023,01-01-2024,47,7841.01,EUR,Yes,12-10-2023,Product Defect,31-12-2023,80
10002,Invoice,1000143,1000143,26-09-2023,25-11-2023,16-11-2023,-9,7334.35,EUR,No,,,,
10002,Invoice,1000153,1000153,30-09-2023,29-11-2023,25-11-2023,-4,4347.8,EUR,No,,,,
10002,Invoice,1000134,1000134,03-10-2023,02-12-2023,29-12-2023,27,1890.19,EUR,No,,,,
10002,Invoice,1000157,1000157,03-10-2023,02-12-2023,26-11-2023,-6,3394.35,EUR,No,,,,
10002,Invoice,1000162,1000162,05-10-2023,04-12-2023,22-11-2023,-12,4495.38,EUR,No,,,,
10002,Invoice,1000133,1000133,10-10-2023,09-12-2023,25-11-2023,-14,3378.58,EUR,No,,,,
10002,Invoice,1000194,1000194,16-10-2023,15-12-2023,19-01-2024,35,9588.01,EUR,Yes,14-11-2023,Product Defect,16-01-2024,63
10002,Invoice,1000154,1000154,25-10-2023,24-12-2023,13-02-2024,51,6188.14,EUR,Yes,10-12-2023,Pricing,11-02-2024,63
10002,Invoice,1000130,1000130,31-10-2023,30-12-2023,18-12-2023,-12,135.48,EUR,No,,,,
10002,Invoice,1000144,1000144,18-11-2023,17-01-2024,13-01-2024,-4,4139.4,EUR,No,,,,
10002,Invoice,1000218,1000218,05-12-2023,03-02-2024,24-01-2024,-10,4583.22,EUR,No,,,,
10002,Invoice,1000155,1000155,08-12-2023,06-02-2024,25-01-2024,-12,3196.35,EUR,No,,,,
10002,Invoice,1000127,1000127,15-12-2023,13-02-2024,06-02-2024,-7,2935.58,EUR,No,,,,
10002,Invoice,1000213,1000213,16-12-2023,14-02-2024,02-03-2024,17,3956.7,EUR,No,,,,
10002,Invoice,1000203,1000203,20-01-2024,20-03-2024,05-03-2024,-15,2616.26,EUR,No,,,,
10002,Invoice,1000208,1000208,28-01-2024,28-03-2024,10-04-2024,13,596.29,EUR,Yes,13-02-2024,Product Defect,05-04-2024,52
10002,Invoice,1000158,1000158,05-02-2024,05-04-2024,05-04-2024,0,9112.82,EUR,No,,,,
10002,Invoice,1000129,1000129,09-02-2024,09-04-2024,09-04-2024,0,7511.4,EUR,No,,,,
10002,Invoice,1000198,1000198,09-02-2024,09-04-2024,01-04-2024,-8,5841.23,EUR,No,,,,
10002,Invoice,1000180,1000180,11-02-2024,11-04-2024,05-04-2024,-6,1477.21,EUR,No,,,,
10002,Invoice,1000141,1000141,13-02-2024,13-04-2024,12-04-2024,-1,1173.03,EUR,No,,,,
10002,Invoice,1000147,1000147,28-02-2024,28-04-2024,25-04-2024,-3,4336.78,EUR,Yes,08-03-2024,Delivery,23-04-2024,46
10002,Invoice,1000181,1000181,03-03-2024,02-05-2024,01-05-2024,-1,4629.11,EUR,No,,,,
10002,Invoice,1000188,1000188,10-03-2024,09-05-2024,04-05-2024,-5,9198.54,EUR,No,,,,
10002,Invoice,1000165,1000165,18-03-2024,17-05-2024,14-07-2024,58,9385.77,EUR,Yes,24-04-2024,Product Defect,10-07-2024,77
10002,Invoice,1000212,1000212,02-04-2024,01-06-2024,22-05-2024,-10,9861.79,EUR,No,,,,
10002,Invoice,1000159,1000159,04-04-2024,03-06-2024,27-05-2024,-7,8352.37,EUR,No,,,,
10002,Invoice,1000167,1000167,10-04-2024,09-06-2024,29-05-2024,-11,7908.78,EUR,No,,,,
10002,Invoice,1000125,1000125,15-04-2024,14-06-2024,05-06-2024,-9,6369.01,EUR,No,,,,
10002,Invoice,1000185,1000185,16-04-2024,15-06-2024,09-06-2024,-6,2584.38,EUR,No,,,,
10002,Invoice,1000192,1000192,08-05-2024,07-07-2024,02-07-2024,-5,1785.46,EUR,No,,,,
10002,Invoice,1000142,1000142,13-05-2024,12-07-2024,07-07-2024,-5,6562.92,EUR,No,,,,
10002,Invoice,1000178,1000178,17-05-2024,16-07-2024,08-07-2024,-8,8059.71,EUR,No,,,,
10002,Invoice,1000219,1000219,17-05-2024,16-07-2024,03-08-2024,18,8324.33,EUR,Yes,12-07-2024,Product Defect,31-07-2024,19
10002,Invoice,1000176,1000176,23-05-2024,22-07-2024,15-07-2024,-7,8754.01,EUR,No,,,,
10002,Invoice,1000124,1000124,06-06-2024,05-08-2024,02-08-2024,-3,163.38,EUR,No,,,,
10002,Invoice,1000138,1000138,09-06-2024,08-08-2024,05-08-2024,-3,3974.94,EUR,No,,,,
10002,Invoice,1000187,1000187,13-06-2024,12-08-2024,28-07-2024,-15,1414.0,EUR,No,,,,
10002,Invoice,1000170,1000170,16-06-2024,15-08-2024,02-08-2024,-13,5476.88,EUR,No,,,,
10002,Invoice,1000195,1000195,19-06-2024,18-08-2024,06-08-2024,-12,4407.14,EUR,No,,,,
10002,Invoice,1000191,1000191,21-06-2024,20-08-2024,13-08-2024,-7,6938.39,EUR,No,,,,
10002,Invoice,1000139,1000139,25-06-2024,24-08-2024,14-08-2024,-10,4881.47,EUR,No,,,,
10002,Invoice,1000156,1000156,29-06-2024,28-08-2024,17-10-2024,50,8495.19,EUR,No,,,,
10002,Invoice,1000205,1000205,30-06-2024,29-08-2024,29-08-2024,0,4973.06,EUR,No,,,,
10002,Invoice,1000177,1000177,11-07-2024,09-09-2024,08-09-2024,-1,2518.31,EUR,No,,,,
10002,Invoice,1000215,1000215,23-07-2024,21-09-2024,30-11-2024,70,2479.52,EUR,Yes,12-09-2024,Product Defect,25-11-2024,74
10002,Invoice,1000128,1000128,30-07-2024,28-09-2024,14-09-2024,-14,1473.73,EUR,No,,,,
10002,Invoice,1000151,1000151,01-08-2024,30-09-2024,15-09-2024,-15,9749.33,EUR,No,,,,
10002,Invoice,1000150,1000150,14-08-2024,13-10-2024,26-11-2024,44,2223.69,EUR,No,,,,
10002,Invoice,1000179,1000179,14-08-2024,13-10-2024,01-10-2024,-12,8463.44,EUR,No,,,,
10002,Invoice,1000172,1000172,19-08-2024,18-10-2024,11-10-2024,-7,4128.62,EUR,No,,,,
10002,Invoice,1000135,1000135,20-08-2024,19-10-2024,17-11-2024,29,7155.73,EUR,Yes,19-10-2024,Billing,14-11-2024,26
10002,Invoice,1000173,1000173,22-08-2024,21-10-2024,21-10-2024,0,7135.23,EUR,No,,,,
10002,Invoice,1000211,1000211,27-08-2024,26-10-2024,11-12-2024,46,7741.31,EUR,Yes,08-09-2024,Billing,07-12-2024,90
10002,Invoice,1000136,1000136,30-08-2024,29-10-2024,15-10-2024,-14,3582.01,EUR,No,,,,
10002,Invoice,1000184,1000184,06-09-2024,05-11-2024,30-10-2024,-6,765.05,EUR,No,,,,
10002,Invoice,1000146,1000146,15-09-2024,14-11-2024,13-01-2025,60,5108.07,EUR,No,,,,
10002,Invoice,1000168,1000168,24-09-2024,23-11-2024,13-11-2024,-10,1166.75,EUR,No,,,,
10002,Invoice,1000123,1000123,02-10-2024,01-12-2024,23-11-2024,-8,2644.73,EUR,No,,,,
10002,Invoice,1000131,1000131,16-10-2024,15-12-2024,08-12-2024,-7,8460.61,EUR,No,,,,
10002,Invoice,1000207,1000207,24-10-2024,23-12-2024,16-12-2024,-7,8430.17,EUR,No,,,,
10002,Invoice,1000171,1000171,31-10-2024,30-12-2024,27-12-2024,-3,8925.8,EUR,No,,,,
10002,Credit Note,1006388,1000135,14-11-2024,14-11-2024,14-11-2024,0,-7155.73,EUR,No,,,,
10002,Credit Note,1006391,1000215,25-11-2024,25-11-2024,25-11-2024,0,-2479.52,EUR,No,,,,
10002,Invoice,1000120,1000120,28-11-2024,27-01-2025,22-01-2025,-5,5317.27,EUR,No,,,,
10002,Invoice,1000182,1000182,13-12-2024,11-02-2025,05-02-2025,-6,881.57,EUR,No,,,,
10002,Invoice,1000190,1000190,23-12-2024,21-02-2025,13-02-2025,-8,5353.05,EUR,No,,,,
10002,Invoice,1000204,1000204,26-12-2024,24-02-2025,14-02-2025,-10,5173.48,EUR,No,,,,
10003,Invoice,1000225,1000225,08-01-2023,09-03-2023,06-03-2023,-3,630.48,EUR,No,,,,
10003,Invoice,1000249,1000249,28-01-2023,29-03-2023,25-03-2023,-4,4130.4,EUR,No,,,,
